HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.HITTYPE_ID_level2,Input.HITTYPE_ID_level3,Input.HITTYPE_ID_level4,Input.WORKER_ID_level1,Input.WORKER_ID_level2,Input.WORKER_ID_level3,Input.WORKER_ID_level4,Input.Dialogueacts_level1,Input.Dialogueacts_level2,Input.Dialogueacts_level3,Input.Dialogueacts_level4,Input.slot0,Input.slot1,Input.slot2,Input.slot3,Input.slot4,Answer.change,Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking,Approve,Reject
3IZVJEBJ6A5DN9E6RJZ4LNBXBX46ZD,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3G0WWMR1UW6F2MH1T67AKPH1OC5QNX,A2L7S6RZOZ6NM9,Approved,Mon May 22 14:17:27 PDT 2017,Mon May 22 14:18:24 PDT 2017,Tue Jun 06 14:18:24 PDT 2017,Wed May 24 14:10:09 PDT 2017,,,57,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2YE2I9DYV9OKW,AE3CVK2OYA242,Answer.joking,Answer.joking,Answer.elaboration,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.","Speaking of cars, I'm thinking of getting a new one.","I like having a new car, but I hate shopping for them, and I especially hate dealing with the sales people.",Nothing is worse than to show up at a dealership and have some man talking a million miles an hour in your face! They could ask me to trade in my first born child and I'd probably agree before I realized what they asked me.,I just like my car that I have now.,,"Yea, they can confuse the heck out of you sometimes.","Yea, some cars salesman speak a mile a minute.","Yea, they talk faster than they think.",,
3PZDSVZ3J525RXW957VVT2KA5SQ4N9,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3JPSL1DZ5TLNF6AK4AAOUP2WKU4ANV,A2YE2I9DYV9OKW,Approved,Mon May 22 13:12:28 PDT 2017,Mon May 22 13:24:09 PDT 2017,Tue Jun 06 13:24:09 PDT 2017,Wed May 24 14:10:09 PDT 2017,,,701,100% (107/107),100% (107/107),100% (72/72),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,A2YE2I9DYV9OKW,Answer.joking,Answer.change,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.",Really? That's amazing. The most interesting thing I've ever found is cool-looking shells.,"Yeah, I found it, but then my little brother took it and lost it again. He was just a little kid so it's probably not fair to blame him, but I was so mad at the time!",NA,Yeah. I was just walking and hit something with my foot. I would have kept on going but I noticed something shiny when I looked down so I stopped and picked it up.,"Yeah, it was a 1908 double eagle. Somebody must have dropped it from a collection or something, I can't imagine how else it could have gotten there.","Wait, wait, wait. You had shells on your beach? Now I feel like I got ripped off.",,
37YYO3NWHDBPVXCX9WSZWP2MY1TCCC,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3JPSL1DZ5TLNF6AK4AAOUP2WKUYNA2,A3MDIA7JN82PF,Approved,Mon May 22 12:49:54 PDT 2017,Mon May 22 12:54:43 PDT 2017,Tue Jun 06 12:54:43 PDT 2017,Wed May 24 14:10:10 PDT 2017,,,289,100% (13/13),100% (13/13),100% (13/13),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,A2YE2I9DYV9OKW,Answer.joking,Answer.change,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Wow. I sometimes see people with metal detectors there, but I figured that nobody ever actually finds anything worthwhile.","Yes, it's quite hard, like a needle in a haystack. But a lot of things are like that. I used to be a bird watcher, and it would take me years to find specific birds that were supposed to be at the beach.",,"Yes, I found it accidentally. My grandfather used metal detectors and he only found one coin on the beach in twenty years of looking.",Anything you do in nature takes a lot of dedication. I admire how hard people who treasure hunt work on finding stuff on the beach.,"You know, no one finds anything worthwhile, but it's still a better shot than the lottery, huh?",,
33KGGVH24U2TBSDUKVZ2T645VMQ1XD,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3VA45EW49O9933XW96H8YD9Y6AP1OZ,A2RKPHMUAYF2P9,Approved,Mon May 22 14:34:51 PDT 2017,Mon May 22 14:36:40 PDT 2017,Tue Jun 06 14:36:40 PDT 2017,Wed May 24 14:10:11 PDT 2017,,,109,100% (8/8),100% (8/8),100% (8/8),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,A2YE2I9DYV9OKW,Answer.joking,Answer.change,Answer.change,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Hey, I found a gold coin once while walking on the beach.","Like a pirate treasure gold coin, or one of those infomercial commemorative coins?",Oh man remember those chocolate pirate gold coins?,no,"Yeah, just one of those 9/11 ones.","Neither, I think some foreign traveler dropped a pound sterling.",Both! It was a pirate commemorative coin!,,
3L21G7IH47HIBX34PRL4CKBEXSK1YJ,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3EJJQNKU9SRN4RAQ3N1XKVUAYO8RH4,A2L7S6RZOZ6NM9,Approved,Mon May 22 16:35:31 PDT 2017,Mon May 22 16:38:23 PDT 2017,Tue Jun 06 16:38:23 PDT 2017,Wed May 24 14:10:11 PDT 2017,,,172,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,A3MDIA7JN82PF,Answer.joking,Answer.change,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I've never actually been to the beach before noon, but I really like to run around the lake near my house in the morning. It's good exercise, and I get in touch with nature a bit.",I love to walk around the ocean.,,What kind of exercise do you do? Walk?,Exercise is always fun! I like it!,What kind of exercise is staring?,,
3R868ACW4SXFK23C3W8QXEOM5B6ZG7,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,31QTRG6Q2UZOE9K00V1W10PYN06YPN,A3OWGVIP4VYSPV,Approved,Mon May 22 13:08:01 PDT 2017,Mon May 22 13:10:06 PDT 2017,Tue Jun 06 13:10:06 PDT 2017,Wed May 24 14:10:11 PDT 2017,,,125,100% (34/34),100% (34/34),100% (14/14),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,A3MDIA7JN82PF,Answer.joking,Answer.change,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"My favorite time to walk along the beach is at night. The sunsets make me feel so beautiful and peaceful, and since I'm an introvert, it's a good way to get some alone time.",We should go take some photos of the beach at night or in the morning. It would be pretty.,none,Nights can be a good time too. It depends on the temp for me. I don't like to be chilly.,I also like the birds being active so I can watch them and mornings seem to be better for that.,I am not much of a morning person either so the beach gives me an incentive to keep from sleeping till noon.,,
3NQUW096N6TG03Z0APB7XIR1MP49L8,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,34YB12FSQZAI7F2NE9NYDWOZD0ZMGD,A3OWGVIP4VYSPV,Approved,Mon May 22 14:50:42 PDT 2017,Mon May 22 14:52:28 PDT 2017,Tue Jun 06 14:52:28 PDT 2017,Wed May 24 14:10:11 PDT 2017,,,106,100% (34/34),100% (34/34),100% (14/14),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,A3MDIA7JN82PF,Answer.joking,Answer.change,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,Me too. I love to smell the fresh ocean air and hear the waves crash. It's my favorite way to begin the day when I vacation in Florida.,If you wanted to we could plan a vacation to the ocean this summer. We could share a cottage.,none,I would love to wake up with the ocean nearby. I have always dreamed of that.,I considered moving near the ocean but I'm not sure I could afford to.,"I'd never leave the beach, though, so I'd get permanently coated in salt.",,
3YZ7A3YHR5EK3TSER8VRXO0USNSS5D,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3EJJQNKU9SRN4RAQ3N1XKVUAYN4RHY,A2L7S6RZOZ6NM9,Approved,Mon May 22 16:17:04 PDT 2017,Mon May 22 16:20:26 PDT 2017,Tue Jun 06 16:20:26 PDT 2017,Wed May 24 14:10:11 PDT 2017,,,202,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,A3MDIA7JN82PF,Answer.joking,Answer.change,Answer.continuation,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,My favorite time to walk the beach is early in the morning.,"I enjoy walking on the beach in the morning too. There's no people out, so I can't accidentally knock over someone's umbrella or trip over a little kid's sand castle. You know me, I'm naturally clumsy. That's something I've accidentally done.",I like to be clean all the time.,,"Yea, you are very clumsy. You've done a lot of silly stuff.",I don't think that your clumsy. You just dont pay attention.,You are one clumsy soul.,,
3V8JSVE8YYBHVYXG1FGJJ4U8M1OEYF,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,32UTUBMZ7HI56LOLCFWBZHGFOFWVBX,A2L7S6RZOZ6NM9,Approved,Mon May 22 13:44:36 PDT 2017,Mon May 22 13:46:49 PDT 2017,Tue Jun 06 13:46:49 PDT 2017,Wed May 24 14:10:11 PDT 2017,,,133,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,AE3CVK2OYA242,Answer.joking,Answer.change,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I enjoy traveling to the islands. The Bahamas and Caribbean are beautiful places to visit.,"Yea, I wanna vacation someday. I hope!",,I love those places. They all have beautiful beaches.,"Yea, those places are all majestic. They have good food too.","Yea, the only problem is I have no money.",,
3AC6MFV69K3TKYYNN2Q8IE0NKBJZH6,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,38F71OA9GUICTF6S3PHGVBONCKDMFQ,A1TVCUNA3QH0JK,Approved,Mon May 22 13:47:24 PDT 2017,Mon May 22 13:56:29 PDT 2017,Tue Jun 06 13:56:29 PDT 2017,Wed May 24 14:10:11 PDT 2017,,,545,100% (1/1),100% (1/1),100% (1/1),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,AE3CVK2OYA242,Answer.joking,Answer.change,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",I've always wished that I could own a private beach. I hate the crowds on the beach and the fact that you can never set up where you want.,"It's always about scantily clad women with you, isn't it?",None,That's not bad. Also don't have to worry about throwing a football into another group or having someone kick sand on you.,And no stupid planes flying buy hauling messages about where to eat and interrupting your nap.,But how are you going to look at other women in their bikinis if no one else is there?,,
33N1S8XHHM6IGND9LDNNQRKG3MO1ZA,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,31LVTDXBL8WPQNTGU8GVCNNHF47LRT,A36T6LHF0YRY4L,Approved,Mon May 22 15:51:58 PDT 2017,Mon May 22 15:54:55 PDT 2017,Tue Jun 06 15:54:55 PDT 2017,Wed May 24 14:10:12 PDT 2017,,,177,100% (2/2),100% (2/2),100% (2/2),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,AE3CVK2OYA242,Answer.joking,Answer.change,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",The feeling of being alone at the beach is extremely relaxing. I often feel like none of my worldly cares matter for a few moments.,"The beach is a really nice place to relax, but sometimes a nice deep tissue massage is just what I need to relax and escape reality.",,I can relate. Even though it feels like you're alone there are millions of sea creatures in the water that you'll never see.,I think the beach can be a great place to go when you're stressed and need work. The white noise of the water is a constant background sound that makes getting work done easier.,At least until the tide comes up and you get wet!,,
3ECKRY5B1QHTGT97TK8TIQ12KOYZIZ,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3IGI0VL6486CHA4LETF6VKM19CDNOE,A2YE2I9DYV9OKW,Approved,Mon May 22 15:25:41 PDT 2017,Mon May 22 15:32:25 PDT 2017,Tue Jun 06 15:32:25 PDT 2017,Wed May 24 14:10:12 PDT 2017,,,404,100% (107/107),100% (107/107),100% (72/72),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2UNSF09FWX9S8,AE3CVK2OYA242,Answer.joking,Answer.change,Answer.elaboration,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"Yes, because you have the beach and the ocean seemingly to yourself.",If I had my own private beach I think the best thing about it would be the chance to stride up to somebody and tell them to get off my island!,"I wish I was rich enough to have beachfront property, but unless I hit the lottery I don't see it happening.",NA,"Having your own beach would be awesome, you'd get all the benefits without the hassles of getting back and forth.","That would be sweet, I always feel so hemmed in by the other people at a public beach.","No, you've got it backwards, if you've got your own island you don't let them leave unless they can survive you hunting them for sport.",,
3WJGKMRWVIUZ0PIB9SNAGVK4J15CDC,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,31N2WW6R9SCB7TYIX7C1ZCFHCU6F3F,AJF954955YWZG,Approved,Mon May 22 15:55:55 PDT 2017,Mon May 22 15:58:50 PDT 2017,Tue Jun 06 15:58:50 PDT 2017,Wed May 24 14:10:12 PDT 2017,,,175,100% (20/20),100% (20/20),100% (20/20),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2ZOM62DKMSWDK,A3GNQDFPZALU92,Answer.joking,Answer.change,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","You totally could. Which reminds me, are you going away at Christmastime this year? I was wondering if you could dog sit for me if you're going to be in town.",I would but I have to be in Orlando for a business trip. That place is the worst during Christmas.,,I am actually going to be home this Christmas. I'd love to help out. How is old Rufus?,"Actually I'm going to see my grandma this year. I'd love to help watch your Rufus, though.",Do I get to sample your Grandma's fruitcake again?,,
3EQPA8A374HPB4TDB2TTURG2X3NZJB,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,33FBRBDW6PLQ5EKEIMHWIN2PV4GC85,A2L7S6RZOZ6NM9,Approved,Mon May 22 16:38:23 PDT 2017,Mon May 22 16:39:20 PDT 2017,Tue Jun 06 16:39:20 PDT 2017,Wed May 24 14:10:12 PDT 2017,,,57,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2ZOM62DKMSWDK,A3GNQDFPZALU92,Answer.joking,Answer.change,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","I suppose you could. I've never gone quite that far, but I do love getting my house and yard all festive looking at Christmas time. I like to go overboard, to be honest.",Don't you just love the holidays.,,Some nice decorations around Christmas are always fun.,I like to do decorations as well. Especially Hanukkah ones.,Just don't burn your house down.,,
360ZO6N6J1406LHLA1CMXV6QMUU9MA,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3X4MXAO0BHA51H5FYMNXLY4XDAFWRZ,A2L7S6RZOZ6NM9,Approved,Mon May 22 14:28:49 PDT 2017,Mon May 22 14:30:36 PDT 2017,Tue Jun 06 14:30:36 PDT 2017,Wed May 24 14:10:12 PDT 2017,,,107,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2ZOM62DKMSWDK,A3GNQDFPZALU92,Answer.joking,Answer.change,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options.",I like to enjoy the sun as much as i can,,Sometimes its nice being able to just enjoy the elements.,"Yea, sometimes snow can be extremely pretty and relaxing.",I just love falling on snow and busting my butt.,,
3LXX8KJXPWUO6O2XNHRZPZVVHU99OP,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:45 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:45 PDT 2017,,,3K4J6M3CXFFH5ETYH6XT45TZJK8AGH,AJF954955YWZG,Approved,Mon May 22 16:39:17 PDT 2017,Mon May 22 16:40:50 PDT 2017,Tue Jun 06 16:40:50 PDT 2017,Wed May 24 14:10:12 PDT 2017,,,93,100% (20/20),100% (20/20),100% (20/20),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A1R3MNDWBBDZ6L,A2ZOM62DKMSWDK,A3GNQDFPZALU92,Answer.joking,Answer.change,Answer.change,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",Oh yeah. It's like you take some of the beach home with you!,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that.","Yeah, gee, I guess you could. And you could always dress your garage up to look like a mental hospital and check yourself in for observation. Just make sure to tell the doctors that you like to pretend your backyard is a ski resort. They'll rush you right in, I'm sure.",I think I'm going to just skip that and plant flowers this year.,,That is epic. I'm sure they would be laughing about that for days.,"As much as I like decorations in my yard, I don't think I would go that far with it.",Are you trying to tell me something? I assure you that I am completely sane most of the time. That changes when I'm equipped with spaghettios.,,
